price,ema_20,ema_50,rsi_14,bb_upper,bb_lower,macd_line,macd_signal,adx,volume,vol_ma20,cmf,fib_0_618,entry,tp,sl,is_doji,timestamp,label,reg_target
3.408e-05,3.372542869345578e-05,3.3763554231218165e-05,48.83373824394584,3.5773475125199585e-05,3.198452487480041e-05,-5.7861182226404194e-08,-1.0304208120761141e-07,15.281128616886983,12645600505.0,21018470164.95,0.08637079306566996,3.344068e-05,0.0,0.0,0.0,1,2024-02-22 20:00:00,0,0.00327186198691247
3.362e-05,3.3691578341698086e-05,3.374812073195471e-05,46.73599558600431,3.563671488539435e-05,3.196128511460566e-05,-7.906016116881581e-08,-9.824569719985229e-08,14.25443574680224,12890437628.0,19593641078.8,0.01679979596554387,3.344068e-05,0.0,0.0,0.0,1,2024-02-23 00:00:00,1,0.044950554390170885
3.337e-05,3.36476184996316e-05,3.372780227187806e-05,45.55581419592219,3.541261939014152e-05,3.197838060985849e-05,-1.0593616847505676e-07,-9.978379145489319e-08,13.272349194707797,5871206296.0,18701000949.25,0.02026238817114975,3.344068e-05,0.0,0.0,0.0,1,2024-02-23 04:00:00,1,0.030394222088474237
3.323e-05,3.3737369118714305e-05,3.376161394749068e-05,56.933053654119426,3.542163986663879e-05,3.19753601333612e-05,-1.7295591082789447e-08,-8.328615138047246e-08,15.024703411806476,11044348482.0,23722373260.05,0.04188236115934609,3.351326e-05,0.0,0.0,0.0,1,2024-02-23 08:00:00,0,-0.013009540329574947
3.459e-05,3.373666729788437e-05,3.376037418484399e-05,49.84036592020671,3.508563963229928e-05,3.2122360367700716e-05,-1.6254733113544098e-08,-6.987986772708678e-08,16.651889470540965,122544370374.0,24471424243.65,-0.0541216865858057,3.351326e-05,0.0,0.0,0.0,1,2024-02-23 12:00:00,1,0.02282834272161284
3.373e-05,3.384460374570491e-05,3.380388892269325e-05,57.413999651834125,3.500079064928297e-05,3.217320935071703e-05,7.568616396337109e-08,-4.076666138899521e-08,17.378687716214042,47378333247.0,24770279031.85,-0.02435659309911057,3.351326e-05,0.0,0.0,0.0,0,2024-02-23 16:00:00,1,0.026383710926297616
3.487e-05,3.3882260531828253e-05,3.382099131788175e-05,52.680121369634,3.506888284040223e-05,3.220111715959777e-05,9.66006996907208e-08,-1.3293189173052007e-08,18.0535718014819,39786873417.0,22844445403.5,0.01879541993128225,3.351326e-05,0.0,0.0,0.0,0,2024-02-23 20:00:00,1,0.028329439252336427
3.424e-05,3.390680714784461e-05,3.383350146227855e-05,51.94795151272685,3.509599818652735e-05,3.220100181347265e-05,1.039086613039916e-07,1.0147180922356716e-08,18.08013585528895,11855123878.0,22349191570.3,-0.01479901038076751,3.351326e-05,0.0,0.0,0.0,0,2024-02-24 00:00:00,1,0.04774458113649666
3.414e-05,3.3963301705192743e-05,3.3859638659836254e-05,54.40476249489317,3.510891855247727e-05,3.219608144752274e-05,1.3716807668413746e-07,3.5551360074712866e-08,18.24628679091102,9932363599.0,21905373814.15,-0.01742854839289315,3.351326e-05,0.0,0.0,0.0,1,2024-02-24 04:00:00,1,0.026956521739130424
3.45e-05,3.413727297136487e-05,3.393533910454856e-05,61.9183520169447,3.546461010086337e-05,3.201538989913663e-05,2.6456883714796767e-07,8.135485548936383e-08,19.48367553753753,8903551382.0,22999838938.25,0.07052470140638092,3.351326e-05,0.0,0.0,0.0,1,2024-02-24 08:00:00,0,-0.009779267951941931
