price,ema_20,ema_50,rsi_14,bb_upper,bb_lower,macd_line,macd_signal,adx,volume,vol_ma20,cmf,fib_0_618,timestamp,label,reg_target
0.64,0.644911228741831,0.6440107166668826,46.56908318303539,0.6644715679436972,0.6293284320563028,0.0022135886437369967,0.0032982257310287225,17.016733827766792,745011.5,1332015.9532121944,0.16894365501810113,0.627796,2025-03-01 07:00:00+00:00,,
0.641,0.6445387307664185,0.6438926493466127,47.45850226310494,0.6615653199014813,0.6341346800985188,0.0016229067995645607,0.00296316194473589,16.963824629256813,691585.2,1271022.5481443664,0.14159002241988966,0.627796,2025-03-01 08:00:00+00:00,,
0.639,0.6440112325981882,0.6437007807447849,45.815855088368835,0.6609514590611326,0.6352485409388674,0.000982083054989813,0.002566946166786675,17.14465983152064,1227593.1,1266886.4102258554,0.07937591639537724,0.627796,2025-03-01 09:00:00+00:00,,
0.632,0.642867305684075,0.6432419265979306,40.52844568717936,0.6615952546526149,0.6342047453473854,-8.958321845176087e-05,0.002035640289738988,17.948027362307403,1229023.4,1263280.4092519644,0.02806936686324435,0.627796,2025-03-01 10:00:00+00:00,,
0.631,0.6417370860951155,0.6427618510450706,39.82142746081679,0.6627254629560593,0.6316745370439407,-0.0010079589800547906,0.0014269204357802324,18.981271851316688,985370.3,1236812.7797993964,0.01105054498223579,0.627796,2025-03-01 11:00:00+00:00,,
0.635,0.6410954588479616,0.6424574647295777,44.027619650954215,0.6628768128767464,0.6301231871232535,-0.0013969091182899351,0.0008621545249661989,19.753799981045848,906410.2,1205345.8674375492,-9.024940112906609e-05,0.627032,2025-03-01 12:00:00+00:00,,
0.626,0.6396577961005366,0.6418120739558688,37.650994544375024,0.6640991286659719,0.6268008713340283,-0.0024036716582944706,0.00020898928831406503,20.86454234933026,1402255.9,1224099.2038720683,-0.0286393475781011,0.624358,2025-03-01 13:00:00+00:00,,
0.632,0.6389284821861999,0.6414272867419132,43.52354224044766,0.6634421449816402,0.6252578550183597,-0.0026864209798559413,-0.0003700927653199362,21.89594597702293,830003.3,1186566.260646157,-0.00022177018298504962,0.624358,2025-03-01 14:00:00+00:00,,
0.632,0.6382686267398953,0.6410575892226225,43.52354224044766,0.6626814344154393,0.6239185655845607,-0.002877333741992616,-0.0008715409606544723,22.236309297734287,844353.9,1153974.6072512849,0.02075772541097923,0.624358,2025-03-01 15:00:00+00:00,,
0.635,0.6379573289551433,0.6408200367040883,46.44842614471018,0.6617214815206297,0.6231785184793702,-0.002754802900452935,-0.001248193348614165,22.15563073386924,883111.2,1128178.092274972,0.02675294523199206,0.624358,2025-03-01 16:00:00+00:00,,
0.631,0.6372947261975106,0.6404349372254966,43.23340354888722,0.6605986363153334,0.6221013636846665,-0.0029464975072187594,-0.001587854180335084,22.210705254591527,891174.4,1105606.312058308,0.005137725658068245,0.624358,2025-03-01 17:00:00+00:00,,
0.635,0.6370761808453668,0.6402218024323398,47.17132819915545,0.6596094713235264,0.6215905286764735,-0.002744018951183702,-0.0018190871345048077,21.84624747944482,510264.2,1048907.06329085,0.023777599036263274,0.624358,2025-03-01 18:00:00+00:00,,
0.636,0.6369736874315224,0.6400562415526403,48.13990167923409,0.6579694950533757,0.6215305049466244,-0.0024743389548465,-0.0019501374985731463,20.91367578436539,698214.4,1015507.7620250548,0.007120032715497593,0.624358,2025-03-01 19:00:00+00:00,,
0.637,0.636976193390425,0.6399363889427329,49.14403066010289,0.6571929651953065,0.6213070348046935,-0.0021550815337294527,-0.001991126305604408,20.209701833640263,448348.0,961492.5465940972,0.04605193065404357,0.624358,2025-03-01 20:00:00+00:00,,
0.64,0.6372641749722893,0.6399388834939983,52.13803631927738,0.6546792945009935,0.6222207054990064,-0.0016410755025553225,-0.0019211161449945908,18.788578014015823,640164.9,930889.9135851356,0.03434296373339656,0.624358,2025-03-01 21:00:00+00:00,,
0.64,0.6375247297368332,0.639941280219724,52.138036319277376,0.6511216616521331,0.623978338347867,-0.0012196625094410551,-0.0017808254178838837,17.943416835466923,633012.6,902520.6456246465,0.01335154475483306,0.624358,2025-03-01 22:00:00+00:00,,
0.641,0.6378557078571347,0.63998279864248,53.20310072373455,0.6467019998000391,0.626698000199961,-0.0007958242668649751,-0.001583825187680102,16.964902868255233,414693.1,856060.8793746801,0.04428041382391972,0.624358,2025-03-01 23:00:00+00:00,,
0.644,0.6384408785374076,0.640140335950618,56.34184999102067,0.6460046284961377,0.6270953715038622,-0.0002153718059650922,-0.0013101345113371,17.01917289067374,611991.8,832816.2051485201,0.11253826096870267,0.624358,2025-03-02 00:00:00+00:00,,
0.644,0.6389703186767022,0.6402916953251035,56.34184999102067,0.6460046284961377,0.6270953715038622,0.0002418530201641067,-0.0009997370050368586,17.069566482919495,337097.5,785604.89989628,0.1890851121730574,0.622448,2025-03-02 01:00:00+00:00,,
0.644,0.6394493359455877,0.6404371190378446,56.34184999102067,0.6466469692330521,0.626853030766948,0.000597321439266385,-0.00068032531617621,17.272042893488138,438270.8,752525.46181092,0.174397217446068,0.622448,2025-03-02 02:00:00+00:00,,
0.644,0.6398827325221984,0.6405768398598899,56.341849991020666,0.6472548532255428,0.6266451467744573,0.0008690152554944319,-0.00037045720184208155,17.618746003319266,426393.2,721465.2464003563,0.1587442149665512,0.622448,2025-03-02 03:00:00+00:00,,
0.648,0.6406558056153224,0.6408679441791099,61.02947895335851,0.6485623265802399,0.62603767341976,0.001391065792362589,-1.81526030011474e-05,17.940684605305314,342658.4,685388.4038860366,0.1701398272306375,0.622448,2025-03-02 04:00:00+00:00,,
0.645,0.6410695384138632,0.6410299855838506,56.159190479978676,0.6493371206008961,0.625862879399104,0.0015449109048106813,0.0002944600985612184,18.575868952060574,1518445.4,764727.1654206997,0.08761486321230294,0.622448,2025-03-02 05:00:00+00:00,,
0.644,0.6413486299934953,0.6411464567374251,54.595204171611556,0.6499575507653584,0.6264424492346418,0.0015680669227707833,0.0005491814634031313,17.685477929341545,427438.2,732604.4068092046,0.1372509332033378,0.622448,2025-03-02 06:00:00+00:00,,
0.642,0.64141066523221,0.641179929022232,51.505744999715056,0.6501320033386034,0.6273679966613966,0.0014087952340186005,0.0007211042175262252,16.85868626538816,404967.0,701400.844255947,0.1190519328484985,0.622448,2025-03-02 07:00:00+00:00,,
0.645,0.6417525066386661,0.6413297357272425,55.567422312243885,0.6508063835173458,0.6276936164826544,0.0015072713156625284,0.0008783376371534859,15.858912062564087,339666.1,666949.9162315711,0.08077160398113983,0.622448,2025-03-02 08:00:00+00:00,,
0.65,0.6425379821968884,0.6416697460908801,61.374093605484504,0.65121057619275,0.6296894238072499,0.0019661084586523048,0.0010958918014532498,16.777183045086677,1322782.1,729410.1242095168,0.13951395752911416,0.622448,2025-03-02 09:00:00+00:00,,
0.651,0.6433438886543277,0.6420356384010417,62.43155289316795,0.6523617516848348,0.6304382483151652,0.002382962534115518,0.0013533059479857034,17.62986324314337,1015208.4,756629.0076181343,0.11302848241745178,0.629246,2025-03-02 10:00:00+00:00,,
0.65,0.6439778040205822,0.6423479663068833,60.64360576727315,0.6529789512593691,0.6316210487406309,0.002602629259517042,0.0016031706102919712,17.933084516045472,446713.3,727113.2259402167,0.12101901609489125,0.629246,2025-03-02 11:00:00+00:00,,
0.648,0.6443608703043363,0.6425696146870056,57.120259057263205,0.6533514422076934,0.6325485577923069,0.0025855290670593334,0.0017996423016454436,18.214647126597423,661664.1,720879.9758506722,0.08238837898671093,0.629246,2025-03-02 12:00:00+00:00,,
0.645,0.6444217397991614,0.6426649239149661,52.219338383653614,0.6525105868880104,0.6347894131119897,0.0023033505223467587,0.0019003839457857068,17.739449870389034,509644.9,700762.3495791797,0.10103914409130474,0.631718,2025-03-02 13:00:00+00:00,,
0.639,0.6439053836278127,0.6425212014084969,44.074387506554615,0.6520786086308672,0.6356213913691329,0.001577388978513894,0.0018357849523313442,16.8749648100729,631509.8,694166.8686668769,0.05064976642446768,0.636044,2025-03-02 14:00:00+00:00,,
0.662,0.6456286804251639,0.6432850758630657,65.97991659899563,0.6558509345386272,0.6344490654613728,0.0028253975811688425,0.002033707478098844,18.35230786587009,4833844.9,1088421.9192700314,0.1809844104787266,0.641336,2025-03-02 15:00:00+00:00,,
0.705,0.6512830918132435,0.6457052689664748,80.9797130513411,0.6763239086194218,0.6207760913805783,0.007201183266084765,0.0030672026356960286,21.54035978038212,9859547.3,1923767.1936252667,0.40856307354043164,0.656234,2025-03-02 16:00:00+00:00,,
0.72,0.6578275592596012,0.6486187878305346,83.68249619243367,0.6939479468089904,0.6111520531910095,0.01174402181391243,0.004802566471339309,25.11645059975014,5174207.3,2233332.9180419077,0.36945365053727297,0.666548,2025-03-02 17:00:00+00:00,,
0.706,0.6624154107586868,0.6508690314450234,73.22400414263006,0.7028618070275969,0.6088381929724032,0.014052581681140208,0.006652569513299489,28.437106360591876,3264173.4,2331508.2020379165,0.28179568556146506,0.666548,2025-03-02 18:00:00+00:00,,
0.716,0.6675187049721452,0.6534231870746304,75.57240289138463,0.7128293152313648,0.6063706847686351,0.01649885984855648,0.008621827580350887,31.52057242423063,1811623.2,2281995.344700972,0.28463093072692086,0.666548,2025-03-02 19:00:00+00:00,,
0.741,0.6745169235462265,0.6568575718952332,80.2386480576287,0.7278202611640509,0.6010797388359491,0.02022174035181923,0.010941810134644556,34.772390836539856,1909806.7,2246548.807110403,0.31812558620022663,0.668458,2025-03-02 20:00:00+00:00,,
0.756,0.6822772165418239,0.6607455102522828,82.40981467742384,0.7440972146674001,0.5960027853326,0.024104661083984458,0.013574380324512535,38.19713948463156,7419699.8,2739229.8540522694,0.25412607928282566,0.681828,2025-03-02 21:00:00+00:00,,
0.747,0.6884412911568883,0.6641280392619971,76.94714494090579,0.7553588423070096,0.5950411576929905,0.02615418973643313,0.016090342206896653,41.37726322928815,1726533.9,2642782.6203330057,0.2371546805585977,0.681828,2025-03-02 22:00:00+00:00,,
0.748,0.6941135491419466,0.6674171357615267,77.12855517410534,0.7651499852507363,0.5956500147492635,0.027541664438648583,0.01838060665324704,44.330235277897835,1270366.6,2512076.3326822435,0.24152202200268585,0.681828,2025-03-02 23:00:00+00:00,,
0.741,0.6985789254141421,0.6703027382806827,72.80932085383422,0.7723459907441347,0.5977540092558654,0.027756447587807265,0.020255774840159085,46.84606608963637,1776727.3,2442043.091474411,0.19526787205541846,0.681828,2025-03-03 00:00:00+00:00,,
0.731,0.7016666468032714,0.6726830230539892,67.03403390285041,0.7768034733444021,0.6018965266555979,0.026810691393127528,0.021566758150752777,47.98811874963559,1580123.0,2359955.4637149433,0.19128309248968386,0.681828,2025-03-03 01:00:00+00:00,,
0.73,0.704365061393436,0.6749307476401072,66.4662637772249,0.7802139070282762,0.6070860929717238,0.02568440729310062,0.022390287979222347,48.5416103697886,1281798.0,2257273.800503996,0.19023432559856426,0.681828,2025-03-03 02:00:00+00:00,,
0.726,0.7064255317369184,0.6769334634189266,64.12656558956735,0.7821026557444931,0.613597344255507,0.02419020285811546,0.02275027095500097,48.750838107906006,818807.4,2120277.0004559965,0.18871987543600438,0.681828,2025-03-03 03:00:00+00:00,,
0.732,0.7088611953810214,0.6790929354417138,66.05670430391532,0.7840378885358124,0.6203621114641875,0.023222490518932104,0.0228447148677872,49.07630863723432,765234.6,1991225.3432697111,0.18316803838358978,0.681828,2025-03-03 04:00:00+00:00,,
0.738,0.7116363196304479,0.6814030164047838,67.91575839655384,0.7861698435338419,0.6270301564661583,0.0226783000478461,0.02281143190379898,49.570682270140296,1397905.3,1934718.6724821194,0.1940473697309341,0.681828,2025-03-03 05:00:00+00:00,,
0.712,0.7116709558561195,0.6826028981144002,54.09068916433361,0.7850271185440255,0.6342728814559747,0.0199194237522905,0.022233030273497288,47.96461235568017,2443321.3,1983157.0179600127,0.14536950943805335,0.681828,2025-03-03 06:00:00+00:00,,
0.72,0.7124641981555366,0.6840694511295218,56.991706307626565,0.7834529871342609,0.642847012865739,0.018169085643210736,0.02142024134743998,46.232743700889145,1618468.2,1948424.7495828685,0.16153428279736678,0.681828,2025-03-03 07:00:00+00:00,,
0.708,0.7120390364264378,0.6850079040264032,51.713025394102566,0.7798909601433808,0.6524090398566191,0.015633418057541926,0.02026287668946037,44.45961375451435,1355801.6,1891984.4496225952,0.15314292752630052,0.681828,2025-03-03 08:00:00+00:00,,
0.715,0.7123210329572532,0.6861840646528188,54.368140737705396,0.7744378636196015,0.6648621363803983,0.014027029857287987,0.019015707323025894,42.81313594716632,1797892.9,1883023.3496585386,0.1693831798831321,0.681828,2025-03-03 09:00:00+00:00,,
0.716,0.7126714107708483,0.687353317019375,54.75092121705997,0.7640487361085407,0.6829512638914593,0.012688383491194166,0.017750242556659548,41.403223694380934,1241316.7,1821908.4306434395,0.1714380894078357,0.681828,2025-03-03 10:00:00+00:00,,
0.716,0.7129884192688627,0.6884767163519485,54.75092121705997,0.7556930500287791,0.6967069499712208,0.011494989517859211,0.01649919194889948,39.89787310907642,696363.4,1714713.665820255,0.147593935505535,0.681828,2025-03-03 11:00:00+00:00,,
0.721,0.7137514269575425,0.6897521392401074,56.84987578758099,0.7549785632225829,0.699021436777417,0.010827857606923175,0.01536492508050422,38.82253020537309,1377743.1,1682621.2309802307,0.0010289749710067184,0.681828,2025-03-03 12:00:00+00:00,,
0.699,0.7123465291520623,0.6901148004463777,46.60584174630112,0.7563702235363264,0.6955297764636735,0.008426795766652173,0.01397729921773381,36.07433314346731,5008472.0,1999368.9232678278,-0.0989435009383215,0.681828,2025-03-03 13:00:00+00:00,,
0.675,0.7087897168518659,0.6895220631739708,38.46328010868865,0.7612152142462877,0.6875847857537122,0.004535060185053452,0.012088851411197738,34.723100749944116,4313895.4,2219800.0162899396,-0.1363761802309316,0.681828,2025-03-03 14:00:00+00:00,,
0.674,0.7054764104850215,0.6889133548142072,38.16408875586744,0.7650976634876259,0.679502336512374,0.0013545259238573193,0.009941986313729655,33.46838495595829,3166254.2,2309938.5099766124,-0.2163222279592843,0.683064,2025-03-03 15:00:00+00:00,,
0.676,0.7026691332959719,0.6884069487430619,39.183013930901396,0.7653985706359977,0.6727014293640022,-0.000993237681625292,0.007754941514658666,32.58816990823129,1482428.1,2231127.9947407446,-0.24422499506436168,0.6843,2025-03-03 16:00:00+00:00,,
0.671,0.6996530253630222,0.6877243233021575,37.51855779163066,0.7623882338398902,0.6672117661601098,-0.003220195062768272,0.005559914199173279,31.770827363913366,913242.4,2105615.080955912,-0.28954951769831544,0.685536,2025-03-03 17:00:00+00:00,,
0.648,0.6947336896141629,0.6861665067020729,30.99594108383492,0.7632514044759131,0.6564485955240869,-0.006763022696851584,0.0030953268199683057,32.20234260857874,4116012.1,2297081.4637220157,-0.33484451616402455,0.685536,2025-03-03 18:00:00+00:00,,
0.625,0.6880923858413855,0.6837678201647368,26.10792370774378,0.7657422436731626,0.6416577563268374,-0.011296428704217654,0.00021697571513111394,33.39847298821492,5648637.6,2616277.286224681,-0.4055099383024203,0.680592,2025-03-03 19:00:00+00:00,,
0.623,0.6818931109993488,0.6813847683935707,25.727978973823824,0.7666058137078552,0.6289941862921448,-0.014879052456949426,-0.0028022299192849943,34.7383905879339,3829349.5,2731807.973250902,-0.35860802393394786,0.675648,2025-03-03 20:00:00+00:00,,
0.607,0.6747604337613156,0.6784677186526463,22.86162476487452,0.7691174818992469,0.6140825181007531,-0.018792742833511844,-0.006000332502130365,36.199272083178826,1934417.8,2655866.051988911,-0.3642224205624074,0.670704,2025-03-03 21:00:00+00:00,,
0.622,0.6697356305459521,0.6762532983133269,30.660966159527987,0.7672323392233007,0.6051676607766994,-0.020448280959496468,-0.008889922193603586,37.55580490019197,1655895.8,2560630.789894729,-0.342638518850467,0.670704,2025-03-03 22:00:00+00:00,,
0.617,0.6647131895415758,0.6739296395559415,29.587092567003737,0.7649423393189669,0.596557660681033,-0.021911186545843564,-0.011494175064051582,38.81544251598989,991095.1,2411151.200380945,-0.3490048958711887,0.670704,2025-03-03 23:00:00+00:00,,
0.609,0.6594071714899972,0.6713833791811987,27.903157490629937,0.7608633178123825,0.5883366821876177,-0.023445814152857958,-0.013884502881812859,40.21996755341028,1852244.2,2357921.9622494266,-0.37154932576152233,0.670704,2025-03-04 00:00:00+00:00,,
0.587,0.6525112503957117,0.6680742270564459,23.87835292509601,0.7561801856836398,0.5779198143163603,-0.026135954709318066,-0.016334793247313902,42.13021688173186,5570594.9,2663890.813463767,-0.41721675241258677,0.655872,2025-03-04 01:00:00+00:00,,
0.579,0.6455101789294534,0.6645811201130558,22.60166745174989,0.7548127110086352,0.5659872889913645,-0.028583945689914403,-0.018784623735834005,44.15401762124856,7122690.3,3088538.3836100753,-0.3529141671527822,0.64722,2025-03-04 02:00:00+00:00,,
0.583,0.6395568285552198,0.6613818605007791,24.76757201251796,0.7495384888932006,0.5575615111067993,-0.02985705605146516,-0.02099911019896024,46.033261165085506,1808431.1,2966623.4042186397,-0.36345332883479586,0.64722,2025-03-04 03:00:00+00:00,,
0.583,0.6341704639309131,0.6583080620497681,24.76757201251796,0.7445627369551161,0.5500372630448839,-0.03051425583841838,-0.022902139326851867,47.67234295391071,1863157.6,2861531.422864483,-0.35584000092290974,0.64722,2025-03-04 04:00:00+00:00,,
0.588,0.6297732768898738,0.6555508831458556,27.7006361973976,0.7362673121736032,0.5456326878263968,-0.030282554750265867,-0.024378222411534665,48.35274019987749,1575416.7,2739044.306401199,-0.37820253405053145,0.64722,2025-03-04 05:00:00+00:00,,
0.586,0.6256043933765525,0.6528233975322927,27.243108050987786,0.7260676293079019,0.542832370692098,-0.02991546637920317,-0.025485671205068366,48.98453764256093,1527713.1,2623679.429601085,-0.3777066406425764,0.64722,2025-03-04 06:00:00+00:00,,
0.581,0.6213563559121189,0.6500067937074969,26.083225382902143,0.7140298326188587,0.5413701673811414,-0.02968580493316597,-0.02632569795068789,49.69001949828913,1474364.0,2514220.8172581242,-0.39093971870347316,0.64722,2025-03-04 07:00:00+00:00,,
