price,ema_20,ema_50,rsi_14,bb_upper,bb_lower,macd_line,macd_signal,adx,volume,vol_ma20,cmf,fib_0_618,timestamp,label,reg_target
10.56,10.267875409965956,10.80228663349394,53.447942902310125,10.751656684531463,9.513343315468537,-0.07344762439271868,-0.2319247606153519,28.160634941724716,211884.22,580486.906135491,0.04790269818934497,9.99764,2024-08-09 04:00:00+00:00,,
10.43,10.283315847112057,10.787687157670648,51.121425763854845,10.78267170169211,9.53032829830789,-0.05547515550922455,-0.19663483959412642,26.220077780183477,284458.94,552293.7665035394,0.008238336821700823,9.99764,2024-08-09 08:00:00+00:00,,
10.18,10.273476242625193,10.763856288742387,46.89401883743848,10.785875386958134,9.534124613041866,-0.06070498580837835,-0.1694488688369768,24.820221013886403,481064.2,545509.998265107,-0.07950171360240359,9.99764,2024-08-09 12:00:00+00:00,,
10.43,10.28838326713708,10.750763885262293,51.23661666567802,10.813335093274556,9.55066490672544,-0.04416761654636581,-0.14439261837885461,23.52035401661055,246245.04,517008.57366843015,-0.07152121722200698,9.99764,2024-08-09 16:00:00+00:00,,
10.53,10.311394384552596,10.742106477997105,52.89585943140688,10.833502329188327,9.54549767081167,-0.022730445568475588,-0.12006018381677881,22.024989018395186,207639.08,487544.81236667495,-0.09778438765856252,9.947980000000001,2024-08-09 20:00:00+00:00,,
10.54,10.33316634792854,10.734180733761924,53.067836822999716,10.87124125041501,9.549758749584988,-0.0048781840266141074,-0.09702378385874588,20.644934106672363,288114.13,468551.4140460392,-0.07231892072695299,9.947980000000001,2024-08-10 00:00:00+00:00,,
10.64,10.362388600506774,10.730487371653615,54.84332943796336,10.921844052474645,9.556155947525356,0.017141430389679968,-0.07419074100906072,19.32966475538058,113393.13,434726.8155654641,-0.04292997228086729,9.94416,2024-08-10 04:00:00+00:00,,
10.67,10.391684924268032,10.728115317863276,55.38858516182435,10.964236532899069,9.54876346710093,0.03659108350341711,-0.05203437610656515,18.21074051039763,136063.78,406282.7169401818,-0.05880052881204216,9.88686,2024-08-10 08:00:00+00:00,,
10.58,10.409619693385363,10.7223068740255,53.30896274479959,10.989506934779406,9.547493065220593,0.04423293613095147,-0.03278091365906183,17.094602115530506,226553.08,389165.60866016446,-0.061457822878015954,9.83338,2024-08-10 12:00:00+00:00,,
10.58,10.425846389253424,10.71672621229901,53.30896274479959,11.021266036430262,9.559733963569737,0.04971606356128788,-0.016281518214991887,16.01731438654833,141933.3,365619.67450205353,-0.02748595306398227,9.83338,2024-08-10 16:00:00+00:00,,
10.55,10.43767054265786,10.710187929463755,52.54626202262533,11.032608956859248,9.621391043140752,0.051052233900593436,-0.002814767791874822,14.930470912058619,65258.68,337013.865501858,0.007973500007772192,9.63092,2024-08-10 20:00:00+00:00,,
10.66,10.458844776690444,10.708219775367137,55.08380273927479,11.014917317451648,9.74508268254835,0.06029222793964628,0.009806631354429399,14.464910498997726,126600.2,316974.46878739534,0.053391832715776154,9.63092,2024-08-11 00:00:00+00:00,,
10.73,10.484669083672308,10.709073901823327,56.671636091906294,10.942494999974999,9.942505000025003,0.07242849417605868,0.022331003918755254,14.032604401155469,165834.76,302580.2108076434,0.1317901198712116,9.63092,2024-08-11 04:00:00+00:00,,
10.57,10.492795837608279,10.703620023320452,52.13496156106569,10.923515260562835,10.022484739437166,0.06834803616554375,0.031534410368112956,14.050282555316288,293711.72,301735.5926354869,0.015689979484660173,9.63092,2024-08-11 08:00:00+00:00,,
10.4,10.483958138788443,10.691713355739259,47.76022543321672,10.86929967724569,10.12570032275431,0.050810947568523446,0.035389717808195054,13.05968480606231,311087.57,302626.2571463929,0.03665463699373367,9.63092,2024-08-11 12:00:00+00:00,,
10.2,10.456914506522878,10.672430479043602,43.17060569476659,10.840568378661223,10.171431621338778,0.020537605248140522,0.03241929529618415,12.654974324006899,246505.28,297281.40218006977,-0.03118551130026152,9.63092,2024-08-11 16:00:00+00:00,,
10.0,10.413398839234985,10.64606065633601,39.12191055962035,10.875494400485696,10.116505599514301,-0.01936928808262195,0.022061578620422927,13.233429232037077,403622.16,307409.0934010155,-0.12851204037237654,9.52014,2024-08-11 20:00:00+00:00,,
10.07,10.380694187879271,10.62347004236205,41.20042870971874,10.900022508395402,10.066977491604597,-0.04483059438925707,0.008683144018486928,13.770565932350815,325423.11,309124.71402949025,-0.10281102425663531,9.497219999999999,2024-08-12 00:00:00+00:00,,
10.24,10.367294741414579,10.608432001485108,46.02053838588392,10.868541106346244,10.047458893653756,-0.05070676777036276,-0.00319483833928301,13.510071275748345,318286.48,309997.2631695388,-0.12330619020146866,9.497219999999999,2024-08-12 04:00:00+00:00,,
10.64,10.393266670803667,10.609669962211182,55.30465891213798,10.873666532366348,10.046333467633653,-0.02282392050176618,-0.007120654771779644,13.440718348976214,433320.63,321742.3457248208,-0.021841205192010504,9.4934,2024-08-12 08:00:00+00:00,,
10.59,10.412003178346176,10.608898591144078,54.05316695823996,10.876820358277797,10.046179641722201,-0.00470688722293211,-0.006637901262010137,13.604084413499594,895742.81,376409.0566081712,0.040501011206671614,9.44756,2024-08-12 12:00:00+00:00,,
10.37,10.40800287564654,10.59953001894235,48.818510031209286,10.875550356671706,10.041449643328292,-0.008008848189964723,-0.006912090647601055,13.75578147341416,368657.76,375670.83788358344,0.033780598149104765,9.43992,2024-08-12 16:00:00+00:00,,
10.56,10.422478792251631,10.597979822121081,53.04754242730449,10.876291925695591,10.078708074304407,0.004652109436321439,-0.004599250630816557,13.896643029049116,230972.32,361890.0266565755,0.13767465386996416,9.27566,2024-08-12 20:00:00+00:00,,
