index,price,ema_20,ema_50,rsi_14,bb_upper,bb_lower,macd_line,macd_signal,adx,volume,vol_ma20,cmf,fib_0_618,label,reg_target
2024-08-09 04:00:00+00:00,0.858,0.8626939936653943,0.9263807253091965,47.38598037526121,0.9011477130433437,0.8049522869566562,-0.017819364155996054,-0.02968564674890295,34.26773364192365,8258416.0,10835252.997558445,-0.06683828128896209,0.876956,0,-0.03030303030303033
2024-08-09 08:00:00+00:00,0.852,0.861675518078214,0.9234638341206005,46.575264167348294,0.9013727503384338,0.8055272496615665,-0.016824662218578812,-0.027113449842838123,32.96058326826055,6788459.0,10449844.045410022,-0.10045077469320617,0.8746639999999999,0,-0.0011737089201877945
2024-08-09 12:00:00+00:00,0.832,0.8588492782612412,0.9198770170962632,43.88030580568539,0.8976756346830252,0.8041243653169745,-0.017449044891900578,-0.025180568852650617,31.93863799874126,7379982.4,10157476.269656686,-0.17278294842099357,0.8746639999999999,1,0.02403846153846156
2024-08-09 16:00:00+00:00,0.851,0.8581017279506469,0.9171759576022922,47.016791258775136,0.8979473175193577,0.8047526824806424,-0.016223714565962943,-0.023389197995313086,30.989688819901914,4794893.5,9646754.101117956,-0.11269502958498927,0.8746639999999999,0,-0.009400705052878974
2024-08-09 20:00:00+00:00,0.852,0.8575206110029663,0.9146200376963199,47.18410196515202,0.8963933546387692,0.8046066453612308,-0.014999040212980819,-0.021711166438846637,29.91662425336515,4947255.9,9199182.843868626,-0.15356677190100432,0.8746639999999999,0,-0.0011737089201877945
2024-08-10 00:00:00+00:00,0.843,0.8561376956693505,0.9118114087670526,45.78285232036202,0.8956188347355788,0.8038811652644212,-0.014586556999527822,-0.020286244550982876,28.571930035642545,3861064.0,8690790.573023995,-0.1364086677029299,0.8746639999999999,1,0.01423487544483987
2024-08-10 04:00:00+00:00,0.851,0.8556483913198886,0.9094266476389329,47.2815519484614,0.8957645832860155,0.8040354167139847,-0.01345898118272526,-0.018920791877331353,27.539331335140364,2657684.3,8116209.023212187,-0.0981466225132635,0.8746639999999999,0,-0.016451233842538205
2024-08-10 08:00:00+00:00,0.855,0.8555866397656134,0.9072922693001513,48.05472844260754,0.8932133858040596,0.8044866141959404,-0.012103085814202275,-0.017557250664705537,26.292416418175243,3369198.9,7664112.821001502,-0.10176807027985843,0.8746639999999999,0,-0.008187134502923984
2024-08-10 12:00:00+00:00,0.837,0.8538164835974598,0.9045357097197532,44.86591061485069,0.8908934416608022,0.8036065583391979,-0.012338745160069386,-0.016513549563778308,25.304551568107364,4147459.6,7329193.466620407,-0.10934051924568289,0.8746639999999999,1,0.07407407407407414
2024-08-10 16:00:00+00:00,0.848,0.853262532778654,0.9023186230640766,47.17294896114348,0.8861922194275833,0.8049077805724165,-0.011505273192756515,-0.01551189428957395,24.457731138144347,3868189.5,6999574.041227987,-0.06947561813214197,0.8746639999999999,1,0.10849056603773581
2024-08-10 20:00:00+00:00,0.899,0.8576184820378299,0.9021884809831324,56.30256871369029,0.8950084037286786,0.8012915962713215,-0.00665277779736595,-0.013740070991132352,24.092845385807998,12329399.8,7507176.494444369,0.031799740423756565,0.8651139999999999,1,0.025583982202447186
2024-08-11 00:00:00+00:00,0.94,0.8654643408913699,0.9036712856504606,61.98973108766748,0.913851593938416,0.7946484060615837,0.0004955052365994694,-0.010892955745585988,24.41727371606396,13073837.6,8037334.694973477,0.12405349156444126,0.8536539999999999,0,-0.04361702127659567
2024-08-11 04:00:00+00:00,0.922,0.870848689377906,0.9043900587622072,58.39638525629443,0.9221351513256785,0.7980648486743213,0.004654467667921658,-0.00778347106288446,24.718528594158784,5507326.1,7796381.495452194,0.12212245327475474,0.84907,0,-0.06724511930585689
2024-08-11 08:00:00+00:00,0.899,0.8735297665800102,0.9041786839087873,54.08243148067999,0.926627231228101,0.799172768771899,0.006025113815904315,-0.005021754087126705,24.125828172141023,6908803.7,7711850.276837699,0.07032988713968297,0.84907,0,-0.07007786429365968
2024-08-11 12:00:00+00:00,0.86,0.8722412173819141,0.9024461865005996,47.65393064071317,0.9264057007856639,0.802294299214336,0.003919208503743721,-0.0032335615689526196,22.449901791925374,7857167.6,7725690.021900775,0.051332101968797644,0.84907,0,-0.05232558139534888
2024-08-11 16:00:00+00:00,0.836,0.8687896728693508,0.8998404536966546,44.17414147165241,0.9249627186775783,0.8056372813224218,0.0003100894300708257,-0.002524831369147931,21.50313079580568,5994070.8,7560773.905529273,0.079195555101826,0.84907,0,-0.014354066985645947
2024-08-11 20:00:00+00:00,0.815,0.8636668468817936,0.8965133770810996,41.330238031759805,0.9268265729587821,0.8000734270412178,-0.004196315421724828,-0.0028591281796633105,21.173143587776497,8248530.6,7626274.543097913,-0.02920251761052537,0.828824,1,0.03312883435582825
2024-08-12 00:00:00+00:00,0.824,0.8598890519406704,0.893669715234782,43.02322074265821,0.9275292405018756,0.7979707594981242,-0.006961204517328623,-0.003679543447196373,20.987258226174482,5560163.3,7429502.043755255,0.03732403506872967,0.822712,1,0.08252427184466027
2024-08-12 04:00:00+00:00,0.842,0.8581853327082256,0.8916434518922416,46.35721027062239,0.9248785678622928,0.7961214321377073,-0.007612200765823474,-0.004466074910921793,20.26084805096448,8921485.1,7571595.6681595165,0.0003064924781708828,0.822712,1,0.042755344418052295
2024-08-12 08:00:00+00:00,0.892,0.8614057772122041,0.8916574341709773,54.34829162652445,0.9245760079780585,0.7962239920219414,-0.004046887846372749,-0.004382237498011985,19.44518416328749,11895138.6,7983361.661668134,0.022652360326559654,0.82233,0,-0.0448430493273543
